Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Cole’s Wrecker Service & Garage,323 W Saginaw Rd,,Sanford,MI,48657,,989-442-6537,E,,Public,24 hours daily; by appointment only,,,,,,1.0,,,Non-Networked,,GPS,43.672109,-84.381557,2025-07-03,185036,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,AUTO_REPAIR,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Consumers Energy Co,1 Consumers Energy Pkwy,,Clare,MI,48617,,800-477-0490,E,,Public,24 hours daily,,,,,,4.0,,,Non-Networked,,GPS,43.845482,-84.758765,2025-08-12,185037,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Great Lakes Energy Co-Op,4493 S 200th Ave,,Reed City,MI,49677,,888-485-2537,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,43.879042,-85.483829,2025-07-03,185038,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,$0.14 per kWh,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Team 1 Plastics,927 Elliott St,,Albion,MI,49224,,517-629-2178,E,,Public,24 hours daily; customers and employees only,,,,,,2.0,,,Non-Networked,,GPS,42.256113,-84.778993,2025-08-12,185039,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,FACTORY,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,True,
ELEC,Home2 Suites by Hilton - Battle Creek,13350 6 1/2 Mile Rd,,Battle Creek,MI,49014,,269-883-8300,E,,Public,24 hours daily; for customer use only,,,,,,4.0,,,Non-Networked,,GPS,42.267575,-85.168899,2026-07-15,185071,2026-07-15 18:47:09 UTC,P,,,2021-02-08,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Best Western Dewitt,1055 Aaron Dr,,Dewitt,MI,48820,,517-374-0000,E,,Public,24 hours daily; for customer use only,,,,,,1.0,,,Non-Networked,,GPS,42.810741,-84.544336,2025-06-06,185072,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,The Heights at Eastwood,2415 Showtime Dr,Inside gated parking ramp,Lansing,MI,48912,,517-316-9209,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,42.767855,-84.515519,2025-09-12,185073,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,CAE Inc,10087 Industrial Dr,,Township of Hamburg,MI,48189,,810-599-3136,E,,Public,24 hours daily,,,,,,5.0,,,Non-Networked,,GPS,42.454892,-83.791451,2023-06-12,185075,2025-10-09 16:29:25 UTC,P,,,2021-02-08,,,,,J1772 TESLA,US,,,,Public,,public,,,OTHER,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Serra Ford,39300 W 10 Mile Rd,,Farmington Hills,MI,48335,,248-474-1234,E,,Public,Dealership business hours; for customer and service center use only,,,,,,2.0,,,Non-Networked,,GPS,42.46901,-83.433646,2025-07-03,185078,2026-02-02 23:16:24 UTC,P,,,2017-01-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Freedom Plaza,37085 Grand River Ave,,Farmington,MI,48335,,,E,,Private,24 hours daily; employee use only,,,,,,2.0,,,Non-Networked,,GPS,42.46787,-83.414567,2025-07-03,185080,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,True,
ELEC,Residence Inn by Marriott Detroit Farmington Hills,33163 Hamilton Ct,,Farmington Hills,MI,48334,,248-516-1201,E,,Public,24 hours daily; for customer use only,,,,,,7.0,,,Non-Networked,,GPS,42.496216,-83.376223,2025-06-06,185081,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Courtyard by Marriott - Detroit Farmington Hills,33043 Hamilton Ct,,Farmington Hills,MI,48334,,248-516-1400,E,,Public,24 hours daily; for customer use only,,,,,,3.0,,,Non-Networked,,GPS,42.49602,-83.373856,2025-06-06,185082,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,"Dearborn, Michigan - East Parking Deck",22201 W Village Dr,,Dearborn,MI,48124,,313-943-3141,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,42.304394,-83.247935,2023-08-10,185086,2025-07-10 16:27:30 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,John D. Dingell Transit Center,21201 Michigan Ave,,Dearborn,MI,48124,,800-872-7245,E,,Public,24 hours daily,,,,,,3.0,,,Non-Networked,,GPS,42.307593,-83.235207,2023-06-12,185087,2025-10-27 18:09:32 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,University of Michigan - Dearborn - Monteith Parking Structure,4901 Evergreen Rd,,Dearborn,MI,48128,,313-593-5000,E,,Public,24 hours daily,CREDIT,,,,,2.0,,,Non-Networked,,GPS,42.320545,-83.236852,2025-08-12,185088,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,$1.70 per hour,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,University of Michigan - Dearborn - Parking Lot A,4901 Evergreen Rd,,Dearborn,MI,48128,,313-593-5000,E,,Public,24 hours daily,CREDIT,,,,,2.0,,,Non-Networked,,GPS,42.318078,-83.235432,2025-08-12,185089,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,$1.70 per hour,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Just Splash Universe Resort,102 Whitetail Dr,,Dundee,MI,48131,,734-529-5100,E,,Public,24 hours daily; for customer use only,,,,,,1.0,,,Non-Networked,,GPS,41.961207,-83.674764,2025-06-06,185092,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,PLAINFIELD MB MARKET #320B,3110 Plainfield Ave NE,West side of store,Grand Rapids,MI,49505,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,43.018294,-85.638589,2026-08-09,185575,2026-08-09 01:52:38 UTC,,,,2021-03-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,PLAINFIELD MB MARKET #320A,3110 Plainfield Ave NE,West side of store,Grand Rapids,MI,49505,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,43.018251,-85.638567,2026-08-09,185576,2026-08-09 01:52:38 UTC,,,,2021-03-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,My CDJRF,4650 E Pickard St,,Mt. Pleasant,MI,48858,,989-444-5816,E,,Public,Dealership business hours,,,,,,1.0,,,Non-Networked,,GPS,43.61119,-84.754923,2025-08-12,186185,2026-02-02 23:16:24 UTC,P,,,2021-03-08,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Feeny CDJR of Midland,7400 Eastman Ave,,Midland,MI,48642,,,E,,Private,Dealership business hours; dealership use only,,,,,,1.0,,,Non-Networked,,GPS,43.664943,-84.245872,2025-07-03,186915,2026-02-02 23:16:24 UTC,P,,,2021-03-29,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,False,
ELEC,Fox Grand Traverse Ford,3464 N US 31 South,,Traverse City,MI,49684,,866-799-1016,E,,Public,Dealership business hours,,,,,,1.0,,,Non-Networked,,GPS,44.736065,-85.645002,2023-06-12,186916,2025-07-11 19:52:41 UTC,P,,,2021-03-29,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Fairfield Inn & Suites by Marriott Gaylord,826 Carpenter St,,Gaylord,MI,49735,,989-448-2967,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2.0,,,Non-Networked,,GPS,45.028775,-84.684369,2025-06-06,186917,2026-02-02 23:16:24 UTC,P,,,2021-03-29,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Wheeler Chevrolet Buick,11401 N Straits Hwy,,Cheboygan,MI,49721,,231-333-5136,E,,Public,Dealership business hours; dealership and customer use only,,,,,,1.0,,,Non-Networked,,GPS,45.623821,-84.478941,2025-07-03,186918,2026-02-02 23:16:24 UTC,P,,,2021-03-29,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Tubbs Brothers Ford Chrysler Dodge Jeep Ram,959 Sanilac Rd,,Sandusky,MI,48471,,810-648-0000,E,,Public,Dealership business hours,,,,,,1.0,,,Non-Networked,,GPS,43.419585,-82.866904,2026-07-15,186919,2026-07-15 18:47:09 UTC,P,,,2021-03-29,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,McLaren Port Huron,1221 Pine Grove Ave,,Port Huron,MI,48060,,810-987-5000,E,,Public,24 hours daily,,,,,,4.0,,,Non-Networked,,GPS,42.985885,-82.427852,2025-08-12,186920,2026-02-02 23:16:24 UTC,P,,,2021-03-29,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,McLaren Port Huron - Physician Parking Only,1221 Pine Grove Ave,,Port Huron,MI,48060,,810-987-5000,E,,Public,24 hours daily; for employee use only,,,,,,4.0,,,Non-Networked,,GPS,42.986561,-82.430634,2025-08-12,186921,2026-02-02 23:16:24 UTC,P,,,2021-03-29,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,True,
ELEC,Verizon - Southfield,1 Town Square,,Southfield,MI,48076,,,E,,Private,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,42.483723,-83.25342,2025-12-12,187071,2026-05-18 20:35:46 UTC,P,,,2020-12-27,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,True,
ELEC,HFHS WB MAIN LOT 1A,6777 W Maple Rd,,West Bloomfield Township,MI,48322,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.539301,-83.407362,2026-08-09,187235,2026-08-09 01:53:40 UTC,,,,2021-04-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Beaubian Place Garage,238 Beaubien Blvd,,Detroit,MI,48226,,313-568-5676,E,,Public,24 hours daily,,,,,,10.0,,,Non-Networked,,GPS,42.329203,-83.037957,2025-08-12,187703,2026-02-02 23:16:24 UTC,P,,,2021-04-12,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free; pay lot,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,HFHS WB MAIN LOT 1B,6777 W Maple Rd,,West Bloomfield Township,MI,48322,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.539475,-83.407567,2026-08-09,187746,2026-08-09 01:54:11 UTC,,,,2021-04-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HAMPTON -YPSI DTWYP #1,515 James L Hart Pkwy,Parking Lot,Ypsilanti,MI,48197,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.224688,-83.620799,2026-08-09,187890,2026-08-09 01:53:37 UTC,,,,2021-04-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,DEMAAGD GMC STATION 1,333 W Dickman Rd,,Battle Creek,MI,49037,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,42.318349,-85.195859,2026-08-09,187902,2026-08-09 01:54:48 UTC,,,,2021-04-23,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Lynden Sports Center,1011 O’Malley Dr,,Coopersville,MI,49404,,616-997-8888,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,43.055723,-85.951868,2023-06-12,189351,2025-10-09 16:34:57 UTC,P,,,2021-05-03,,,,,J1772,US,,,,Public,,public,,,OTHER,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,LANSING AUTO MERCEDES 01,2743 Jolly Rd,North of Mercedes-Benz Building,Okemos,MI,48864,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.6824,-84.44881,2026-08-09,189491,2026-08-09 01:55:26 UTC,,,,2021-05-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,CUST. CHARGING MB NOVI 1,39550 Grand River Ave,,Novi,MI,48375,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.47302,-83.436326,2026-08-09,189679,2026-08-09 01:55:28 UTC,,,,2021-05-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,City of St. Clair Shores,27600 Jefferson Ave,,St Clair Shores,MI,48081,,866-816-7584,E,,Public,24 hours daily,,,,,,3.0,,,EV Connect,https://www.evconnect.com,GPS,42.495635,-82.888077,2026-08-09,189894,2026-08-09 03:47:46 UTC,,,,2021-01-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,CCLCHARGER ONE,226 Bostwick St S,North side of the building,Charlotte,MI,48813,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.561455,-84.837685,2026-08-09,191033,2026-08-09 01:56:37 UTC,,,,2021-06-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HION NETWORK ROGERS CITY 2,200 W Erie St,,Rogers City,MI,49779,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,45.419024,-83.816906,2026-08-09,191235,2026-08-09 01:56:47 UTC,,,,2021-06-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,HION NETWORK ROGERS CITY 1,200 W Erie St,,Rogers City,MI,49779,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,45.419004,-83.816894,2026-08-09,191236,2026-08-09 01:56:47 UTC,,,,2021-06-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,PS FOOD MARTS WHITMORE LK #2,50 N Territorial Rd W,East side of building,Whitmore Lake,MI,48189,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,42.379059,-83.759071,2026-08-09,191538,2026-08-09 01:57:03 UTC,,,,2021-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,PS FOOD MARTS WHITMORE LK #1,50 N Territorial Rd W,East side of building,Whitmore Lake,MI,48189,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,42.379033,-83.759066,2026-08-09,191539,2026-08-09 01:57:04 UTC,,,,2021-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,CHARGERS1AND2 AHF 1,21400 Oakwood,,Dearborn,MI,48124,,888-758-4389,E,,Public,Mon: 8:30am-6:00pm; Tue: 8:30am-6:00pm; Wed: 8:30am-6:00pm; Thu: 8:30am-6:00pm; Fri: 8:30am-6:00pm; Sat: 8:30am-6:00pm; Sun: 8:30am-6:00pm,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.302408,-83.23714,2026-08-09,192593,2026-08-09 01:56:23 UTC,,,,2021-07-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,5169 HARVEY ST 5169 HARVEY #1,5169 Harvey St,,Norton Shores,MI,49444,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.158084,-86.206606,2026-08-09,192788,2026-08-09 01:57:45 UTC,,,,2021-07-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,GLE STATION 2,525 W. US-10,,Scottville,MI,49454,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,43.954685,-86.292309,2026-08-09,192846,2026-08-09 01:46:58 UTC,,,,2021-07-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,GLE STATION 3,460 US-10,,Scottville,MI,49454,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,43.954701,-86.292292,2026-08-09,192859,2026-08-09 01:50:13 UTC,,,,2021-07-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,GLE STATION 4,460 US-10,,Scottville,MI,49454,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,43.95471,-86.292304,2026-08-09,192860,2026-08-09 01:50:13 UTC,,,,2021-07-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,GLE STATION 1,460 US-10,,Scottville,MI,49454,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,43.954709,-86.292312,2026-08-09,192861,2026-08-09 01:50:13 UTC,,,,2021-07-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,WATERFALL-JLRS STATION 1,5619 Dixie Hwy,,Waterford Township,MI,48329,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.699753,-83.399994,2026-08-09,193151,2026-08-09 01:58:18 UTC,,,,2021-07-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,MADDEN’S LOUNGE MADDEN 1,809 N State Rd,Back side of building,Davison,MI,48423,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.038806,-83.518536,2026-08-09,193253,2026-08-09 01:57:53 UTC,,,,2021-07-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,SHED 2 LOT EMP1,2518 Market St,,Detroit,MI,48207,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.345976,-83.039721,2026-08-09,193714,2026-08-09 01:58:35 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,SHED 2 LOT EMP2,2518 Market St,,Detroit,MI,48207,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.345982,-83.039674,2026-08-09,193715,2026-08-09 01:58:35 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,DOWNTOWN SQUARE STATION 1,130 W McLeod Ave,,Ironwood,MI,49938,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,46.452584,-90.169802,2026-08-09,193735,2026-08-09 01:49:52 UTC,,,,2021-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,ST. IVES TULLYMORE GOLF,11969 Tullymore Dr,St. Ives Golf Course,Canadian Lakes,MI,49346,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.564699,-85.323109,2026-08-09,193807,2026-08-09 01:58:42 UTC,,,,2021-08-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,MEIJER STORES 232 FRUITPORT 1,5300 Harvey St.,,Muskegon,MI,49444,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,https://www.chargepoint.com,GPS,43.155337,-86.203269,2026-08-09,193967,2026-08-09 01:59:02 UTC,,,,2021-08-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,"Marquette, MI - Tesla Supercharger",3630 US-41,,Marquette,MI,49855,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,A D Debit M V,,,,,,8.0,,Tesla,https://www.tesla.com/supercharger,GPS,46.551972,-87.470448,2026-06-18,194059,2026-06-18 14:46:21 UTC,P,,,2021-07-01,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,False,,,,,,,,LD,True,
ELEC,"Portage, MI - Westnedge Avenue - Tesla Supercharger",5121 S Westnedge Avenue,,Portage,MI,49002,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,A D Debit M V,,,,,,8.0,,Tesla,https://www.tesla.com/supercharger,GPS,42.24401,-85.587569,2026-06-18,194061,2026-06-18 14:46:21 UTC,P,,,2021-07-01,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,False,,,,,,,,LD,True,
ELEC,"Escanaba, MI - Tesla Supercharger",505 North 26th Street,,Escanaba,MI,49783,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,A D Debit M V,,,,,,8.0,,Tesla,https://www.tesla.com/supercharger,GPS,45.750239,-87.085137,2026-06-18,194079,2026-06-18 14:46:21 UTC,P,,,2021-07-30,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,False,,,,,,,,LD,True,
ELEC,"Benton Harbor, MI - Tesla Supercharger",1920 Pipestone Road,,Benton Harbor,MI,49022,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,A D Debit M V,,,,,,12.0,,Tesla,https://www.tesla.com/supercharger,GPS,42.082055,-86.423747,2026-06-18,194081,2026-06-18 14:46:21 UTC,P,,,2021-07-29,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,False,,,,,,,,LD,True,
ELEC,CHELSEAMICH PALMER COMMONS,308 S main St,,Chelsea,MI,48118,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.315864,-84.021528,2026-08-09,194141,2026-08-09 01:59:07 UTC,,,,2021-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,CHELSEAMICH CITY BIG LOT,115 Park St,,Chelsea,MI,48118,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.317698,-84.01949,2026-08-09,194142,2026-08-09 01:59:07 UTC,,,,2021-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,M1 EVENT CENTER EVENT CENTER 1,127 South Blvd W,,Pontiac,MI,48341,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.619715,-83.283792,2026-08-09,194937,2026-08-09 01:58:17 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,M1 EVENT CENTER EVENT CENTER 3,101 South Blvd W,,Pontiac,MI,48341,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.619574,-83.283459,2026-08-09,194938,2026-08-09 01:58:18 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
